,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
127,-0.1214471294368543,-0.4440233680819926,1.8034803471283796,2.198363234568009,1.9845447932925702,-0.20401780139244236,0.034560541737586124,2.9105618914217617,2.8365874396762165,3.243414668122256,2.588006301907283,3.11407278886823,0.6882356186327959,1.9991611139523555,1.6934576707040423,3.0116451352593656,1.2951298899259045,2.7775855874041846,0.11613231587273405,0.9412782539469754,0.659960932644508,-0.05658842784705029,2.1427546811673084,2.160685509807072,2.6062512452616304,2.470374174412927,-0.034418154057006545,0.31471215962723353,3.3765442966517902,3.3973021678819197,4.787831507304313,3.0557302199107017,3.6370056621559135,1.037966780277008,2.3991629073448912,2.0404836938467525,3.522675729069044,2.1546237588140458,3.87876347785377,0.2566489318116874,1.5205086585375327,1.8868918290076977,-0.14309421417856533,2.4971669066565294,-1.3034951130354426
171,0.8125308234810239,-0.4088258902193016,1.7672482573580122,1.6422839902671715,1.9717726600875245,1.208463517684755,1.4160696297549509,1.467572606390405,1.8769556527386348,2.597064261386051,1.3095263997116184,1.004592381943152,0.5403337172269211,4.167490659165462,3.2181545107305998,3.539504735919893,1.5596948276117473,1.2819644795529563,0.6262040607018267,0.6609400243256857,-0.13036203645975789,-0.05658842784705029,1.648091893978484,2.473210351194624,2.33111085300433,2.8388064231381858,2.0032523741731527,2.2784056448575947,2.099211131896883,2.7028249359909293,4.387799272013224,1.8984680766572999,1.5320567194521018,1.037966780277008,5.4001346795961656,4.187137244319852,4.681059530410508,2.903652917453277,2.2478173425720285,1.0098508577608247,1.4235954999091849,-0.24709522998937666,-0.14309421417856533,2.2931946166213426,-1.4725404319192923
194,0.0,-1.0003724884964834e-15,0.7012462802522884,0.053486148707264994,0.5208582343183932,0.7995873459503642,1.1855179177355244,-0.3470226147456107,-0.05703372837189871,-0.3576804633533864,0.18558802398602894,-0.06582780492419535,-0.642881497892419,-0.4789297948626232,-0.5724764020969328,0.24958908426374696,1.2023603662832243,-0.6445983052979452,-0.4476311906204508,-0.9306576644951228,-0.13036203645975789,-0.05658842784705029,0.1969025517988952,-0.5643117914142174,-0.5303492264715985,-0.5105776561823531,-0.34790592763087724,-0.3463331720344722,-0.5264181512104258,-0.5258850017478891,-0.4125875514798515,-0.4725080217155225,-0.5103689873298156,-0.5364830582858917,-0.5809687831546385,-0.5832039789537024,-0.44021622288859497,-0.4669782964232613,-0.5692714365509793,-0.40240275339380777,-0.7084939899144648,-0.24709522998937666,-0.14309421417856533,-0.5177985054260654,0.8917131124703238
205,1.1238568077869833,0.6470984456614309,1.8063292926529129,1.7110238151373325,1.1619463785529494,-0.5003202728915919,-0.5559709086500267,2.4427107069088803,2.053384850746625,1.2885344519931428,1.2260338348056925,1.5340680812326049,2.7131471110438805,2.4151263733807884,2.702371350840688,1.486990195109784,0.8348163492277425,0.9719761816809176,2.3504766627514555,1.376125479597703,-0.13036203645975789,1.6218571020831456,1.430681239398434,2.4293472155612834,2.33111085300433,1.7753769779539148,-0.400153889893189,-0.3852181915439844,3.1873097537251374,2.824663046848998,2.1876219779122312,1.7291126410592417,2.115606921389792,3.8051816480542247,3.1702459321594545,3.4566787445060894,2.0594540852693,1.7384964484589183,1.7288799358914744,3.1753063948645948,2.2958139275643146,-0.24709522998937666,5.901698451439557,1.9617396453141651,-1.4225411122494214
296,2.369160745010821,1.5270353922287079,1.2827019039713403,2.2736763791290384,1.490611537662631,-0.5385528505067112,-0.5829185114074914,3.180382022404097,2.545418064810301,2.328451102979878,1.5833586581922396,2.3973550111935293,2.2515953903861563,2.0836414856184944,2.3003509863643767,0.3835069538314657,1.1723742579309062,-0.2021341260057195,3.769612701170624,1.9105415163019823,-0.13036203645975789,-0.05658842784705029,1.9085368108709408,1.7028640316340784,2.7896781734331646,2.0098338635063526,-0.4524018521555008,-0.4241032110534965,3.80232201823676,3.1901773794232033,3.587734801431045,2.0113717003893394,2.9492500670150648,2.994101428188489,2.5867236431105955,2.7858495099832457,0.6572000099612127,2.0713982967430207,0.02379988536965392,4.6817102467628695,2.7803797207060534,-0.24709522998937666,-0.14309421417856533,2.3378135550665395,-1.2534957933655717
343,1.746508776398902,1.1750606136017971,1.3140613089567028,3.0990259070352457,1.9661993634579045,-0.5385528505067112,-0.6143573814641138,4.233338630352902,3.2522568220037966,3.6715168861465113,3.3980082542299432,3.3461365404896832,4.207323019066621,2.9659920369537693,3.624171682963585,-0.17894809711555165,1.0524298225425492,0.5168701667130209,3.613418484483372,1.6474675181282588,0.6360117440988227,-0.05658842784705029,2.9250022063788936,1.7357613833590841,3.7068128142908336,2.5457353161976393,-0.4524018521555008,-0.4629882305630085,4.98503791152834,3.9943089110864567,5.587895977886492,4.1000887394320635,4.032986156327919,5.379631486617125,3.5662074854426087,4.2318591932880425,0.017040540798824902,1.9049473726009691,0.987540783490683,4.493409765275585,2.457335858611561,1.8868918290076977,-0.14309421417856533,3.4469128821328643,-1.2939714330983243
366,0.5012048391750645,-0.12724606731777288,1.208530763683622,1.4793988333345334,1.4656956310646732,2.0196563487598316,2.0856867356005098,0.8384826487161793,0.6913837808039468,1.7280216929398018,0.375996407908744,0.3060645027052949,0.34418573957445264,1.051655766282063,0.8846094468489113,0.09361415453313757,0.678485408951165,0.3216653825900576,0.007169620734036765,0.3970922796168427,-0.13036203645975789,-0.05658842784705029,1.427279275878623,1.6946396937028267,1.9825996894784157,2.0600746246961608,2.943715694894765,2.9783359960288127,1.2240013708611135,1.1311133059218443,2.7876703308488655,0.6565282156048693,0.5942081806236703,0.703992572096999,1.5030393920198577,1.29511787771026,0.3523621675029328,1.4472073312103282,0.7651390377704456,0.16249869106804524,0.9713340929768955,-0.24709522998937666,-0.14309421417856533,1.8852500365509703,-1.2987332730668837
411,1.746508776398902,0.8230858349748864,1.5300927613064326,2.7922709992042942,1.7674185140932948,0.4650522968360954,0.20567314061547892,3.3207762367972715,2.4070847216940154,0.8734631723240559,0.9948236544437146,1.1049442740480142,2.1538090099847573,2.8079824525214767,2.7928031869456333,1.4526179419325211,0.6526150405534715,0.4707801484169901,2.3443404597248243,1.2155877039605456,-0.13036203645975789,-0.05658842784705029,2.2799750764240043,2.2018071994633286,3.7251555071079867,2.587602617189145,0.9582931289269172,0.6452348254580863,4.3700256470167185,3.3607507346245002,1.5875736249755965,1.5033053935951632,1.6571031912958925,3.18494383286278,3.7537682212083134,3.680288489347037,2.0899378695151283,1.530432793281354,1.061674698730762,3.2694566356082366,2.1665963827265178,-0.24709522998937666,-0.14309421417856533,3.0453424361260915,-1.4344457121708192
494,0.1898788548691051,-0.9367880581596678,1.0496958788269126,0.8705821814161202,1.0345051378076429,0.6187575898532108,0.7438867664119144,0.7893167732577802,0.9841206593253388,1.678697654696253,0.8854674882750051,0.7803827478575485,-0.18936411875994985,-0.0017298565082585016,-0.06732944059033003,1.1095589682732978,0.4535180851070164,0.5392923393051468,-0.23866865560414016,0.7117772973340615,0.5531605307306793,-0.05658842784705029,0.9159120910770799,1.7165712615194977,1.4506615977809674,1.7502565973590107,1.2195329402384762,1.4229352156483284,1.31861864232444,1.6550171826115394,2.98768644849441,1.4186276757961338,1.3028048544051518,0.08375475690555363,0.3776749774256297,0.2963276840873593,1.7241324585651925,1.280756407068277,1.2099425292109205,-0.11995203116288125,1.552813044746982,1.8868918290076977,-0.14309421417856533,1.4773054564805983,-1.4796831918721312
523,1.4351827920929427,1.1750606136017971,1.6825343108512343,2.8349140579963144,2.649856865107696,1.8133299195916024,1.885032771697016,2.6749628500327103,2.5347083864032633,0.04523927203981498,3.5941865885430397,2.8717457758416063,2.2515953903861563,3.322686940025984,3.201094965614453,1.079879872578486,1.3522909100238991,0.6274862124486597,0.4114370088910483,0.7530159236430819,-0.13036203645975789,-0.05658842784705029,3.1236218814075225,2.1223052661278987,3.4133297292163802,3.3160936544413633,2.5779799590585823,2.6283708204432035,3.2346183894568004,3.177993568337397,0.18746080145678287,4.325895986896143,3.491118111671492,2.994101428188489,3.9621690387257633,3.769732387283416,1.4497784003527403,2.3210746829560973,1.1358086139708414,0.6332498947862559,1.3589867274902865,-0.24709522998937666,-0.14309421417856533,3.6636334402952495,-1.2820668331769265
